г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Тореза, 21;Новикова С.В.;75;ключ в  квартире №1;37.835683 48.050233;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 15;Новикова С.В.;81;ключ в квартире №3;38.051441 47.882238;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 29;Новикова С.В.;97;ключ в квартире №3;38.05074 47.881912;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 23;Новикова С.В.;230;ключ в  квартире №1;38.049698 47.880824;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 57;Новикова С.В.;222;ключ в квартире №3;38.048854 47.880419;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Ново-Моспино, 20;Новикова С.В.;68;ключ в квартире №7;38.062598 47.89222;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино"" отв. по ГО Михаил Викторович Ибиркин т. 221-71-86";ул. Короленко, 7;"КП "" ЖЭК № 1 г. Моспино"" по адресу: г. Моспино, ул. Короленко, 7 Новикова Светлана Вадимовна м.т. 071-305 3917 т.221-71-86";80;ключ в квартире №8;38.05445 47.882335;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 25;Новикова С.В.;98;ключ в квартире №3;38.050659 47.881029;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 27;Новикова С.В.;96;ключ в квартире №1;38.050749 47.881464;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Ново-Моспино, 12;Новикова С.В.;44;ключ в квартире №7;38.061304 47.892214;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Тореза, 25;Новикова С.В.;75;ключ в квартире №5;38.008492 47.859929;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Тореза, 27;Новикова С.В.;75;ключ в квартире №2;38.009112 47.860273;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Тореза, 29;Новикова С.В.;75;ключ в квартире №1;37.83854 48.050462;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 37;Новикова С.В.;79;ключ в квартире №6;38.04862 47.88196;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Горноспасательная, 4;Новикова С.В.;73;ключ в квартире №1;38.333134 48.25599;
г. Моспино;"КП "" ЖЭК № 1 г. Моспино""";ул. Короленко, 55;Новикова С.В.;220;ключ в квартире №3;38.049806 47.880449;
